Ticker,Report Date,Currency,Fiscal Year,Fiscal Period,Revenue,Cost of Revenue,Operating Income (Loss),Operating Expenses,Depreciation & Amortization,EBITDA,country_code,primary_ticker,account_number,organization,survey_year,response_received_date,country,region,authority_types,activities,sectors,industries,primary_activity,primary_sector,primary_industry,primary_questionnaire_sector
AEO,1/31/20,USD,2019,FY,4308212000,-2785911000,233345000,-1288956000,181379000,414724000,,,,,,,,,,,,,,,,
AEP,12/31/17,USD,2017,FY,15424900000,-5311800000,3431200000,-6681900000,1997200000,5428400000,,,,,,,,,,,,,,,,
AEP,12/31/18,USD,2018,FY,16195700000,-5786500000,2753300000,-7655900000,2286600000,5039900000,US,AEP US,689,"American Electric Power Company, Inc.",2018,2018-08-14T00:00:00Z,United States of America,, Investor," Coal generation, Electricity networks, Other renewable generation"," Energy utility networks, Renewable power generation, Thermal power generation"," Infrastructure, Power generation",,,,Electric utilities
AEP,12/31/19,USD,2019,FY,15561400000,-5106100000,2748700000,-7706600000,2514500000,5263200000,US,AEP US,689,"American Electric Power Company, Inc.",2019,2019-07-31T17:44:57Z,United States of America,, Investor," Coal generation, Electricity networks, Other renewable generation"," Energy utility networks, Renewable power generation, Thermal power generation"," Infrastructure, Power generation",Coal generation,Thermal power generation,Power generation,Electric utilities
AES,12/31/17,USD,2017,FY,10530000000,-8066000000,2249000000,-215000000,1169000000,3418000000,,,,,,,,,,,,,,,,
AES,12/31/18,USD,2018,FY,10736000000,-8163000000,2381000000,-192000000,1003000000,3384000000,US,AES US,304,The AES Corporation,2018,2018-09-06T00:00:00Z,United States of America,," Investor, Supply Chain"," Coal generation, Electricity networks"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",Electricity networks,Energy utility networks,Infrastructure,Electric utilities
AES,12/31/19,USD,2019,FY,10189000000,-7840000000,2153000000,-196000000,1045000000,3198000000,US,AES US,304,The AES Corporation,2019,2019-08-29T07:02:58Z,United States of America,," Investor, Supply Chain"," Coal generation, Electricity networks"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",Coal generation,Thermal power generation,Power generation,Electric utilities
AFI,12/31/17,USD,2017,FY,1133700000,-963600000,-34500000,-204600000,78700000,44200000,,,,,,,,,,,,,,,,
AFI,12/31/18,USD,2018,FY,728200000,-585000000,-17400000,-160600000,55100000,37700000,,,,,,,,,,,,,,,,
AFI,12/31/19,USD,2019,FY,626300000,-541000000,-61100000,-146400000,50700000,-10400000,,,,,,,,,,,,,,,,
AGCO,12/31/17,USD,2017,FY,8306500000,-6541200000,414500000,-1350800000,279800000,694300000,,,,,,,,,,,,,,,,
AGCO,12/31/18,USD,2018,FY,9352000000,-7355300000,501000000,-1495700000,289900000,790900000,,,,,,,,,,,,,,,,
AGCO,12/31/19,USD,2019,FY,9041400000,-7057100000,533700000,-1450600000,272000000,805700000,,,,,,,,,,,,,,,,
AGIO,12/31/17,USD,2017,FY,43011000,,-320794000,-363805000,6432000,-314362000,,,,,,,,,,,,,,,,
AGIO,12/31/18,USD,2018,FY,94387000,,-362479000,-456866000,7172000,-355307000,,,,,,,,,,,,,,,,
AGIO,12/31/19,USD,2019,FY,117912000,,-426333000,-544245000,8087000,-418246000,,,,,,,,,,,,,,,,
AGLE,12/31/17,USD,2017,FY,5205000,,-27676000,-32881000,249000,-27427000,,,,,,,,,,,,,,,,
AGLE,12/31/18,USD,2018,FY,3888000,,-45463000,-49351000,293000,-45170000,,,,,,,,,,,,,,,,
AGLE,12/31/19,USD,2019,FY,0,,-80334000,-80334000,418000,-79916000,,,,,,,,,,,,,,,,
AGN,12/31/17,USD,2017,FY,15940700000,-2168000000,-5921200000,-19693900000,7368600000,1447400000,,,,,,,,,,,,,,,,
AGN,12/31/18,USD,2018,FY,15787400000,-2191400000,-3406500000,-17002500000,6748600000,3342100000,US,AGN US,533,Allergan plc,2018,2018-08-15T00:00:00Z,United States of America,, Investor, Pharmaceuticals, Biotech & pharma," Biotech, health care & pharma",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General
AGN,12/31/19,USD,2019,FY,16088900000,-2493100000,-892500000,-14488300000,6061100000,5168600000,US,AGN US,533,Allergan plc,2019,2019-07-30T21:22:43Z,United States of America,, Investor, Pharmaceuticals, Biotech & pharma," Biotech, health care & pharma",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General
AGNC,12/31/17,USD,2017,FY,841000000,,771000000,-70000000,3000000,774000000,,,,,,,,,,,,,,,,
AGNC,12/31/18,USD,2018,FY,229000000,,129000000,-100000000,25000000,154000000,,,,,,,,,,,,,,,,
AGNC,12/31/19,USD,2019,FY,771000000,,688000000,-83000000,0,688000000,,,,,,,,,,,,,,,,
AGR,12/31/17,USD,2017,FY,,,-5578000000,-5578000000,824000000,-4754000000,,,,,,,,,,,,,,,,
AGR,12/31/18,USD,2018,FY,,,-5335000000,-5335000000,855000000,-4480000000,US,AGR US,63724,Avangrid Inc,2018,2018-08-15T00:00:00Z,United States of America,," Investor, Supply Chain"," Electricity networks, Non-CCGT generation"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",Electricity networks,Energy utility networks,Infrastructure,Electric utilities
AGR,12/31/19,USD,2019,FY,,,-5335000000,-5335000000,934000000,-4401000000,US,AGR US,63724,Avangrid Inc,2019,2019-07-25T18:51:10Z,United States of America,," Investor, Supply Chain"," Electricity networks, Non-CCGT generation"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",Non-CCGT generation,Thermal power generation,Power generation,Electric utilities
AGX,1/31/18,USD,2017,FY,892815000,-743490000,107561000,-41764000,3811000,111372000,,,,,,,,,,,,,,,,
AGX,1/31/19,USD,2018,FY,482153000,-399715000,41728000,-40710000,4434000,46162000,,,,,,,,,,,,,,,,
AGX,1/31/20,USD,2019,FY,238997000,-245817000,-50945000,-44125000,3513000,-47432000,,,,,,,,,,,,,,,,
AGYS,3/31/18,USD,2017,FY,127360000,-62943000,-10282000,-74699000,2631000,-7651000,,,,,,,,,,,,,,,,
AGYS,3/31/19,USD,2018,FY,140842000,-66962000,-11913000,-85793000,2504000,-9409000,,,,,,,,,,,,,,,,
AGYS,3/31/20,USD,2019,FY,160757000,-79805000,-9739000,-90691000,2574000,-7165000,,,,,,,,,,,,,,,,
AHPI,6/30/17,USD,2017,FY,33512030,-26956340,-2051894,-8607584,1090126,-961768,,,,,,,,,,,,,,,,
AHPI,6/30/18,USD,2018,FY,33759953,-27309511,-1995614,-8446056,931408,-1064206,,,,,,,,,,,,,,,,
AHPI,6/30/19,USD,2019,FY,31381521,-26342894,-2774022,-7812649,822068,-1951954,,,,,,,,,,,,,,,,
AHPI,6/30/20,USD,2020,FY,31894262,-26323646,-3062179,-8632795,619801,-2442378,,,,,,,,,,,,,,,,
AHS,12/31/17,USD,2017,FY,1988454000,-1344035000,212440000,-431979000,32279000,244719000,,,,,,,,,,,,,,,,
AHS,12/31/18,USD,2018,FY,2136074000,-1439691000,202828000,-493555000,41237000,244065000,,,,,,,,,,,,,,,,
AHS,12/31/19,USD,2019,FY,2222107000,-1478642000,176915000,-566550000,58520000,235435000,,,,,,,,,,,,,,,,
AIMC,12/31/17,USD,2017,FY,876737000,-600961000,82707000,-193069000,36000000,118707000,,,,,,,,,,,,,,,,
AIMC,12/31/18,USD,2018,FY,1175342000,-799231000,86677000,-289434000,60000000,146677000,,,,,,,,,,,,,,,,
AIMC,12/31/19,USD,2019,FY,1834100000,-1177800000,224100000,-432200000,128400000,352500000,,,,,,,,,,,,,,,,
AIR,5/31/17,USD,2017,FY,1590800000,-1327400000,82300000,-181100000,35700000,118000000,,,,,,,,,,,,,,,,
AIR,5/31/18,USD,2018,FY,1748300000,-1453700000,86000000,-208600000,40500000,126500000,,,,,,,,,,,,,,,,
AIR,5/31/19,USD,2019,FY,2051800000,-1722300000,98300000,-231200000,42800000,141100000,,,,,,,,,,,,,,,,
AIR,5/31/20,USD,2020,FY,2072000000,-1802800000,43200000,-226000000,43700000,86900000,,,,,,,,,,,,,,,,
AIRI,12/31/17,USD,2017,FY,49869000,-45002000,-6563000,-11430000,3396000,-3167000,,,,,,,,,,,,,,,,
AIRI,12/31/18,USD,2018,FY,46309000,-40895000,-3425000,-8839000,2877000,-548000,,,,,,,,,,,,,,,,
AIRI,12/31/19,USD,2019,FY,54573000,-45431000,603000,-8539000,3002000,3605000,,,,,,,,,,,,,,,,
AIT,6/30/17,USD,2017,FY,2593746000,-1856051000,174590000,-563105000,39677000,214267000,,,,,,,,,,,,,,,,
AIT,6/30/18,USD,2018,FY,3073274000,-2189279000,225827000,-658168000,49863000,275690000,,,,,,,,,,,,,,,,
AIT,6/30/19,USD,2019,FY,3472739000,-2465116000,265382000,-742241000,62119000,327501000,,,,,,,,,,,,,,,,
AIT,6/30/20,USD,2020,FY,3245652000,-2307916000,219989000,-717747000,62749000,282738000,,,,,,,,,,,,,,,,
AJG,12/31/17,USD,2017,FY,6159600000,-1635900000,533100000,-3990600000,385800000,918900000,,,,,,,,,,,,,,,,
AJG,12/31/18,USD,2018,FY,6792400000,-1816000000,627400000,-4349000000,419000000,1046400000,,,,,,,,,,,,,,,,
AJG,12/31/19,USD,2019,FY,7056400000,-1352800000,821200000,-4882400000,474400000,1295600000,,,,,,,,,,,,,,,,
AJRD,11/30/17,USD,2017,FY,1877200000,-1615400000,114300000,-147500000,72600000,186900000,,,,,,,,,,,,,,,,
AJRD,11/30/18,USD,2018,FY,1895900000,-1549400000,270600000,-75900000,72300000,342900000,,,,,,,,,,,,,,,,
AJRD,11/30/19,USD,2019,FY,1981500000,-1613600000,238200000,-129700000,74500000,312700000,,,,,,,,,,,,,,,,
AKAM,12/31/17,USD,2017,FY,2502996000,-875758000,371103000,-1256135000,372313000,743416000,,,,,,,,,,,,,,,,
AKAM,12/31/18,USD,2018,FY,2714474000,-953485000,390093000,-1370896000,434520000,824613000,US,AKAM US,454,Akamai Technologies Inc,2018,2018-08-14T00:00:00Z,United States of America,," Investor, Supply Chain", Software, IT & software development, Services,Software,IT & software development,Services,General
AKAM,12/31/19,USD,2019,FY,2893617000,-987624000,566071000,-1339922000,440674000,1006745000,US,AKAM US,454,Akamai Technologies Inc,2019,2019-07-30T20:44:47Z,United States of America,," Investor, Supply Chain", Software, IT & software development, Services,Software,IT & software development,Services,General
AKER,12/31/17,USD,2017,FY,3354712,-2406132,-6613790,-7562370,249894,-6363896,,,,,,,,,,,,,,,,
AKER,12/31/18,USD,2018,FY,1665570,-1538285,-10060409,-10187694,234486,-9825923,,,,,,,,,,,,,,,,
AKER,12/31/19,USD,2019,FY,1577033,-1098286,-3946077,-4424824,74064,-3872013,,,,,,,,,,,,,,,,
AKR,12/31/17,USD,2017,FY,250262000,,31774000,-218488000,104934000,136708000,,,,,,,,,,,,,,,,
AKR,12/31/18,USD,2018,FY,262213000,,27541000,-234672000,117549000,145090000,,,,,,,,,,,,,,,,
AKR,12/31/19,USD,2019,FY,295327000,,44000000,-251327000,125443000,169443000,,,,,,,,,,,,,,,,
AKRX,12/31/17,USD,2017,FY,841045000,-407898000,75116000,-358031000,85173000,160289000,,,,,,,,,,,,,,,,
AKRX,12/31/18,USD,2018,FY,694018000,-448002000,-134405000,-380421000,82805000,-51600000,,,,,,,,,,,,,,,,
AKRX,12/31/19,USD,2019,FY,682429000,-429723000,-98430000,-351136000,70300000,-28130000,,,,,,,,,,,,,,,,
AKS,12/31/17,USD,2017,FY,6080500000,-5359700000,211900000,-508900000,250100000,462000000,,,,,,,,,,,,,,,,
AKS,12/31/18,USD,2018,FY,6818200000,-5911000000,364400000,-542800000,252200000,616600000,US,AKS US,453,AK Steel Holding Corporation,2018,2018-08-29T00:00:00Z,United States of America,, Supply Chain, Iron & steel," Metal smelting, refining & forming", Materials,Iron & steel,"Metal smelting, refining & forming",Materials,Steel
AKS,12/31/19,USD,2019,FY,6303400000,-5606300000,209300000,-487800000,225300000,434600000,US,AKS US,453,AK Steel Holding Corporation,2019,2019-07-31T01:40:41Z,United States of America,, Supply Chain, Iron & steel," Metal smelting, refining & forming", Materials,Iron & steel,"Metal smelting, refining & forming",Materials,Steel
AL,12/31/17,USD,2017,FY,1516380000,,916705000,-599675000,508352000,1425057000,,,,,,,,,,,,,,,,
AL,12/31/18,USD,2018,FY,1679702000,,1000348000,-679354000,581985000,1582333000,,,,,,,,,,,,,,,,
AL,12/31/19,USD,2019,FY,2016904000,,1190441000,-826463000,702810000,1893251000,,,,,,,,,,,,,,,,
ALB,12/31/17,USD,2017,FY,3071976000,-1961996000,587749000,-522231000,196928000,784677000,,,,,,,,,,,,,,,,
ALB,12/31/18,USD,2018,FY,3374950000,-2157694000,701112000,-516144000,200698000,901810000,,,,,,,,,,,,,,,,
ALB,12/31/19,USD,2019,FY,3589427000,-2331649000,666123000,-591655000,213484000,879607000,,,,,,,,,,,,,,,,
ALCO,9/30/17,USD,2017,FY,129829000,-120899000,-6094000,-15024000,15226000,9132000,,,,,,,,,,,,,,,,
ALCO,9/30/18,USD,2018,FY,81281000,-55688000,10535000,-15058000,13756000,24291000,,,,,,,,,,,,,,,,
ALCO,9/30/19,USD,2019,FY,122251000,-61891000,45214000,-15146000,13924000,59138000,,,,,,,,,,,,,,,,
ALE,12/31/17,USD,2017,FY,1419300000,-615900000,229800000,-573600000,182100000,411900000,,,,,,,,,,,,,,,,
ALE,12/31/18,USD,2018,FY,1498600000,-695400000,201200000,-602000000,210500000,411700000,,,,,,,,,,,,,,,,
ALE,12/31/19,USD,2019,FY,1240500000,-541100000,179800000,-519600000,213600000,393400000,,,,,,,,,,,,,,,,
ALEX,12/31/17,USD,2017,FY,425500000,-302000000,57100000,-66400000,41400000,98500000,,,,,,,,,,,,,,,,
ALG,12/31/17,USD,2017,FY,912380000,-677687000,88738000,-145955000,14933000,103671000,,,,,,,,,,,,,,,,
ALG,12/31/18,USD,2018,FY,1008822000,-752707000,101088000,-155027000,16389000,117477000,,,,,,,,,,,,,,,,
ALG,12/31/19,USD,2019,FY,1119138000,-845911000,94648000,-178579000,20592000,115240000,,,,,,,,,,,,,,,,
ALGN,12/31/17,USD,2017,FY,1473413000,-356466000,353611000,-763336000,37739000,391350000,,,,,,,,,,,,,,,,
ALGN,12/31/18,USD,2018,FY,1966492000,-518625000,466564000,-981303000,54727000,521291000,,,,,,,,,,,,,,,,
ALGN,12/31/19,USD,2019,FY,2406796000,-662899000,491493000,-1252404000,78990000,570483000,,,,,,,,,,,,,,,,
ALGT,12/31/17,USD,2017,FY,1503778000,-343333000,262422000,-898023000,121713000,384135000,,,,,,,,,,,,,,,,
ALGT,12/31/18,USD,2018,FY,1667447000,-445814000,243459000,-978174000,129351000,372810000,,,,,,,,,,,,,,,,
ALGT,12/31/19,USD,2019,FY,1840965000,-427827000,363950000,-1049188000,155852000,519802000,,,,,,,,,,,,,,,,
ALJJ,9/30/17,USD,2017,FY,326718000,-250704000,12695000,-63319000,5244000,17939000,,,,,,,,,,,,,,,,
ALJJ,9/30/18,USD,2018,FY,369776000,-285872000,7525000,-76379000,19048000,26573000,,,,,,,,,,,,,,,,
ALJJ,9/30/19,USD,2019,FY,354997000,-277454000,4638000,-72905000,20553000,25191000,,,,,,,,,,,,,,,,
ALK,12/31/17,USD,2017,FY,7933000000,-5140000000,1378000000,-1415000000,372000000,1750000000,,,,,,,,,,,,,,,,
ALK,12/31/18,USD,2018,FY,8264000000,-6039000000,775000000,-1450000000,398000000,1173000000,,,,,,,,,,,,,,,,
ALK,12/31/19,USD,2019,FY,8781000000,-6213000000,1107000000,-1461000000,423000000,1530000000,US,ALK US,31585,Alaska Air Group,2019,2019-07-31T21:50:21Z,United States of America,, Investor," Air freight, Passenger airlines", Air transport, Transportation services,Passenger airlines,Air transport,Transportation services,Transport services
ALKS,12/31/17,USD,2017,FY,903374000,-154748000,-147900000,-896526000,98523000,-49377000,,,,,,,,,,,,,,,,
ALKS,12/31/18,USD,2018,FY,1094274000,-176420000,-99128000,-1016982000,103660000,4532000,,,,,,,,,,,,,,,,
ALKS,12/31/19,USD,2019,FY,1170947000,-180385000,-162078000,-1152640000,80413000,-81665000,,,,,,,,,,,,,,,,
ALLE,12/31/17,USD,2017,FY,2408200000,-1335300000,492500000,-580400000,66900000,559400000,,,,,,,,,,,,,,,,
ALLE,12/31/18,USD,2018,FY,2731700000,-1558400000,525800000,-647500000,86200000,612000000,,,,,,,,,,,,,,,,
ALLE,12/31/19,USD,2019,FY,2854000000,-1601700000,565100000,-687200000,83000000,648100000,,,,,,,,,,,,,,,,
ALNY,12/31/17,USD,2017,FY,89912000,,-500088000,-590000000,13367000,-486721000,,,,,,,,,,,,,,,,
ALNY,12/31/18,USD,2018,FY,74908000,-1802000,-814673000,-887779000,6435000,-808238000,,,,,,,,,,,,,,,,
ALNY,12/31/19,USD,2019,FY,219750000,-25062000,-939431000,-1134119000,17175000,-922256000,,,,,,,,,,,,,,,,
ALOT,1/31/18,USD,2017,FY,113401000,-69399000,5412000,-38590000,3994000,9406000,,,,,,,,,,,,,,,,
ALOT,1/31/19,USD,2018,FY,136657000,-82658000,8720000,-45279000,6152000,14872000,,,,,,,,,,,,,,,,
ALOT,1/31/20,USD,2019,FY,133446000,-84688000,2433000,-46325000,6284000,8717000,,,,,,,,,,,,,,,,
ALPN,12/31/17,USD,2017,FY,,,-16705000,-16705000,241000,-16464000,,,,,,,,,,,,,,,,
ALPN,12/31/18,USD,2018,FY,,,-37332000,-37332000,388000,-36944000,,,,,,,,,,,,,,,,
ALPN,12/31/19,USD,2019,FY,,,-45314000,-45314000,468000,-44846000,,,,,,,,,,,,,,,,
ALRM,12/31/17,USD,2017,FY,338937000,-116188000,33374000,-189375000,17734000,51108000,,,,,,,,,,,,,,,,
ALRM,12/31/18,USD,2018,FY,420494000,-145715000,12202000,-262577000,21721000,33923000,,,,,,,,,,,,,,,,
ALRM,12/31/19,USD,2019,FY,502363000,-183599000,50413000,-268351000,22134000,72547000,,,,,,,,,,,,,,,,
ALRN,12/31/17,USD,2017,FY,,,-23008000,-23008000,129000,-22879000,,,,,,,,,,,,,,,,
ALRN,12/31/18,USD,2018,FY,,,-31902000,-31902000,218000,-31684000,,,,,,,,,,,,,,,,
ALRN,12/31/19,USD,2019,FY,,,-29956000,-29956000,155000,-29801000,,,,,,,,,,,,,,,,
ALSK,12/31/17,USD,2017,FY,226905000,-104604000,19372000,-102929000,36317000,55689000,,,,,,,,,,,,,,,,
ALSK,12/31/18,USD,2018,FY,232468000,-107509000,24404000,-100555000,33908000,58312000,,,,,,,,,,,,,,,,
ALSK,12/31/19,USD,2019,FY,231694000,-105615000,22085000,-103994000,37276000,59361000,,,,,,,,,,,,,,,,
ALSN,12/31/17,USD,2017,FY,2262000000,-1131000000,652000000,-479000000,170000000,822000000,,,,,,,,,,,,,,,,
ALSN,12/31/18,USD,2018,FY,2713000000,-1291000000,923000000,-499000000,164000000,1087000000,,,,,,,,,,,,,,,,
ALSN,12/31/19,USD,2019,FY,2698000000,-1304000000,892000000,-502000000,167000000,1059000000,,,,,,,,,,,,,,,,
ALT,12/31/18,USD,2018,FY,10331168,,-17893723,-28224891,302369,-17591354,,,,,,,,,,,,,,,,
ALT,12/31/19,USD,2019,FY,5801401,,-20464935,-26266336,387321,-20077614,,,,,,,,,,,,,,,,
ALTMS,12/31/17,USD,2017,FY,305007000,,24691000,-280316000,111539000,136230000,,,,,,,,,,,,,,,,
ALTR,12/31/17,USD,2017,FY,333333000,-106591000,-33257000,-259999000,11747000,-21510000,,,,,,,,,,,,,,,,
ALTR,12/31/18,USD,2018,FY,396379000,-115973000,24644000,-255762000,14734000,39378000,,,,,,,,,,,,,,,,
ALTR,12/31/19,USD,2019,FY,458915000,-132599000,8207000,-318109000,21522000,29729000,,,,,,,,,,,,,,,,
ALV,12/31/17,USD,2017,FY,10382600000,-8233600000,605300000,-1543700000,425800000,1031100000,,,,,,,,,,,,,,,,
ALV,12/31/18,USD,2018,FY,8678200000,-6966900000,686000000,-1025300000,397100000,1083100000,,,,,,,,,,,,,,,,
ALV,12/31/19,USD,2019,FY,8547600000,-6963200000,725800000,-858600000,350600000,1076400000,,,,,,,,,,,,,,,,
ALX,12/31/17,USD,2017,FY,230574000,,105270000,-125304000,38681000,143951000,,,,,,,,,,,,,,,,
ALX,12/31/18,USD,2018,FY,232825000,,100622000,-132203000,38499000,139121000,,,,,,,,,,,,,,,,
ALX,12/31/19,USD,2019,FY,226350000,,99489000,-126861000,36515000,136004000,,,,,,,,,,,,,,,,
ALXN,12/31/17,USD,2017,FY,3551100000,-454200000,804000000,-2292900000,496700000,1300700000,,,,,,,,,,,,,,,,
ALXN,12/31/18,USD,2018,FY,4131200000,-374300000,1594600000,-2162300000,405300000,1999900000,,,,,,,,,,,,,,,,
ALXN,12/31/19,USD,2019,FY,4991100000,-394500000,2139900000,-2456700000,376800000,2516700000,,,,,,,,,,,,,,,,
AMAT,10/31/17,USD,2017,FY,14537000000,-8005000000,3868000000,-2664000000,407000000,4275000000,,,,,,,,,,,,,,,,
AMAT,10/31/18,USD,2018,FY,17253000000,-9436000000,4796000000,-3021000000,457000000,5253000000,US,AMAT US,868,Applied Materials Inc.,2018,2018-08-15T00:00:00Z,United States of America,," Investor, Supply Chain"," Electronic components, Industrial machinery, Semiconductors"," Electrical & electronic equipment, Powered machinery", Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General
AMAT,10/31/19,USD,2019,FY,14608000000,-8222000000,3350000000,-3036000000,363000000,3713000000,US,AMAT US,868,Applied Materials Inc.,2019,2019-08-28T07:11:03Z,United States of America,," Investor, Supply Chain"," Electronic components, Industrial machinery, Semiconductors"," Electrical & electronic equipment, Powered machinery", Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General
